date,account_name,campaign_id,campaign_name,country_code,impressions,clicks,cost_micros,conversions,conversions_value,currency_code
2026-07-06,Nordkraft EU,11482093771,NK | Search | Brand,DE,3904,416,121724753,40.85,2433.12,EUR
2026-07-07,Aurelia Home,11603388151,AH | Search | Generic,UK,6586,294,151862499,6.7,490.11,EUR
2026-07-07,Aurelia Home,11603388151,AH | Search | Generic,IE,1220,44,19856289,0.92,71.12,EUR
2026-07-07,Volt & Co,11771205433,VC | PMax | US,US,25170,577,175046504,8.11,397.05,EUR
2026-07-07,Volt & Co,11771205477,VC | Search | Brand US,US,4033,486,114267311,49.91,2353.47,EUR
2026-07-08,Nordkraft EU,11482093771,NK | Search | Brand,DE,3966,464,125288482,34.73,2588.56,EUR
2026-07-08,Nordkraft EU,11482093772,NK | Search | Brand,NL,1435,157,48733813,14.96,1036.74,EUR
2026-07-08,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8572,356,165921599,8.59,632.9,EUR
2026-07-08,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2177,91,35493929,1.61,96.41,EUR
2026-07-08,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20352,349,86952015,4.77,256.31,EUR
2026-07-08,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11407,198,45750528,2.9,228.45,EUR
2026-07-08,Aurelia Home,11603388120,AH | Shopping | UK,UK,18545,449,74396908,7.4,625.45,EUR
2026-07-08,Aurelia Home,11603388151,AH | Search | Generic,UK,5994,258,135584895,6.63,592.6,EUR
2026-07-08,Aurelia Home,11603388151,AH | Search | Generic,IE,1386,51,22020226,0.97,82.01,EUR
2026-07-08,Volt & Co,11771205433,VC | PMax | US,US,30270,641,210426810,7.88,375.1,EUR
2026-07-08,Volt & Co,11771205477,VC | Search | Brand US,US,3760,460,124498984,39.33,2429.78,EUR
2026-07-09,Nordkraft EU,11482093771,NK | Search | Brand,DE,3514,430,123180886,37.61,2771.8,EUR
2026-07-09,Nordkraft EU,11482093772,NK | Search | Brand,NL,1421,158,47642895,11.07,685.53,EUR
2026-07-09,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9609,438,203414107,9.08,635.09,EUR
2026-07-09,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2362,91,37277662,1.94,133.53,EUR
2026-07-09,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,24060,463,102956220,5.51,404.44,EUR
2026-07-09,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14534,244,52445830,3.4,184.44,EUR
2026-07-09,Aurelia Home,11603388120,AH | Shopping | UK,UK,16475,448,83104673,7.16,647.95,EUR
2026-07-09,Aurelia Home,11603388151,AH | Search | Generic,UK,6431,318,169456031,7.83,547.77,EUR
2026-07-09,Aurelia Home,11603388151,AH | Search | Generic,IE,1403,53,23579604,0.96,78.87,EUR
2026-07-09,Volt & Co,11771205433,VC | PMax | US,US,28329,540,167707663,6.65,347.33,EUR
2026-07-09,Volt & Co,11771205477,VC | Search | Brand US,US,4500,602,156073637,55.63,2950.23,EUR
2026-07-10,Nordkraft EU,11482093771,NK | Search | Brand,DE,3756,439,124222264,34.41,2569.38,EUR
2026-07-10,Nordkraft EU,11482093772,NK | Search | Brand,NL,1544,196,67602225,14.39,992.33,EUR
2026-07-10,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8234,324,151862266,7.71,486.06,EUR
2026-07-10,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1994,64,26617652,1.07,66.88,EUR
2026-07-10,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,19513,368,79005446,4.32,330.11,EUR
2026-07-10,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11149,175,42743270,2.77,149.17,EUR
2026-07-10,Aurelia Home,11603388120,AH | Shopping | UK,UK,17362,462,96884705,6.59,591.41,EUR
2026-07-10,Aurelia Home,11603388151,AH | Search | Generic,UK,6692,310,160591853,7.03,533.58,EUR
2026-07-10,Aurelia Home,11603388151,AH | Search | Generic,IE,1382,54,26281071,1.01,89.9,EUR
2026-07-10,Volt & Co,11771205433,VC | PMax | US,US,28619,608,192457943,7.95,429.3,EUR
2026-07-10,Volt & Co,11771205477,VC | Search | Brand US,US,3867,510,121685527,58.98,3890.8,EUR
2026-07-11,Nordkraft EU,11482093771,NK | Search | Brand,DE,3260,355,92765578,35.73,2713.49,EUR
2026-07-11,Nordkraft EU,11482093772,NK | Search | Brand,NL,1297,123,40251794,10.46,660.19,EUR
2026-07-11,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,7462,312,143971802,6.34,426.66,EUR
2026-07-11,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1701,65,29710304,0.89,57.35,EUR
2026-07-11,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,17686,343,80483039,3.87,251.81,EUR
2026-07-11,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11974,182,42115260,2.11,127.92,EUR
2026-07-11,Aurelia Home,11603388120,AH | Shopping | UK,UK,13358,339,69434152,5.77,622.8,EUR
2026-07-11,Aurelia Home,11603388151,AH | Search | Generic,UK,5685,264,154560679,6.37,606.97,EUR
2026-07-11,Aurelia Home,11603388151,AH | Search | Generic,IE,1130,45,20696139,1.0,74.98,EUR
2026-07-11,Volt & Co,11771205433,VC | PMax | US,US,23072,478,158593324,6.73,429.59,EUR
2026-07-11,Volt & Co,11771205477,VC | Search | Brand US,US,3623,416,99438924,34.06,1840.8,EUR
2026-07-12,Nordkraft EU,11482093771,NK | Search | Brand,DE,3587,431,115619185,34.08,2530.19,EUR
2026-07-12,Nordkraft EU,11482093772,NK | Search | Brand,NL,1110,114,36001585,10.41,784.1,EUR
2026-07-12,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,6199,260,120116913,5.71,451.03,EUR
2026-07-12,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1421,52,22614324,0.82,62.11,EUR
2026-07-12,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18026,363,84135563,5.54,386.31,EUR
2026-07-12,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10603,183,40913041,1.99,119.6,EUR
2026-07-12,Aurelia Home,11603388120,AH | Shopping | UK,UK,14586,389,78343821,5.5,499.67,EUR
2026-07-12,Aurelia Home,11603388151,AH | Search | Generic,UK,5838,249,125459260,5.85,558.27,EUR
2026-07-12,Aurelia Home,11603388151,AH | Search | Generic,IE,1164,51,25738459,1.11,99.58,EUR
2026-07-12,Volt & Co,11771205433,VC | PMax | US,US,26127,541,147549357,8.27,426.14,EUR
2026-07-12,Volt & Co,11771205477,VC | Search | Brand US,US,3439,484,104992892,39.23,1878.05,EUR
2026-07-13,Nordkraft EU,11482093771,NK | Search | Brand,DE,3583,425,122742701,38.97,2476.37,EUR
2026-07-13,Nordkraft EU,11482093772,NK | Search | Brand,NL,1206,131,39460471,11.15,847.22,EUR
2026-07-13,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9664,417,194458040,9.27,585.94,EUR
2026-07-13,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2098,81,35694863,1.47,102.08,EUR
2026-07-13,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20813,392,98762469,4.28,234.68,EUR
2026-07-13,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10999,156,32923318,2.03,120.3,EUR
2026-07-13,Aurelia Home,11603388120,AH | Shopping | UK,UK,18396,515,105644845,8.18,854.43,EUR
2026-07-13,Aurelia Home,11603388151,AH | Search | Generic,UK,6348,269,137485381,5.18,415.36,EUR
2026-07-13,Aurelia Home,11603388151,AH | Search | Generic,IE,1376,58,30714374,0.98,86.57,EUR
2026-07-13,Volt & Co,11771205433,VC | PMax | US,US,23928,519,159624568,5.39,318.08,EUR
2026-07-13,Volt & Co,11771205477,VC | Search | Brand US,US,3936,489,109827231,42.66,2535.67,EUR
2026-07-14,Nordkraft EU,11482093771,NK | Search | Brand,DE,3801,447,127877888,45.56,3255.87,EUR
2026-07-14,Nordkraft EU,11482093772,NK | Search | Brand,NL,1324,154,46790485,14.0,1032.11,EUR
2026-07-14,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9453,397,203997635,10.24,701.15,EUR
2026-07-14,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2168,89,35483351,1.75,115.2,EUR
2026-07-14,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,21973,393,85324320,4.25,237.83,EUR
2026-07-14,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12195,203,49851005,2.73,150.51,EUR
2026-07-14,Aurelia Home,11603388120,AH | Shopping | UK,UK,18680,472,88149895,7.71,753.24,EUR
2026-07-14,Aurelia Home,11603388151,AH | Search | Generic,UK,6116,296,146131164,6.81,754.95,EUR
2026-07-14,Aurelia Home,11603388151,AH | Search | Generic,IE,1453,64,30888690,1.36,114.94,EUR
2026-07-14,Volt & Co,11771205433,VC | PMax | US,US,26052,517,164407864,6.09,350.75,EUR
2026-07-14,Volt & Co,11771205477,VC | Search | Brand US,US,4580,606,142942079,59.81,3303.94,EUR
2026-07-15,Nordkraft EU,11482093771,NK | Search | Brand,DE,4202,421,115506316,29.26,1841.52,EUR
2026-07-15,Nordkraft EU,11482093772,NK | Search | Brand,NL,1717,197,58433681,13.32,665.36,EUR
2026-07-15,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9117,437,206265226,8.61,612.71,EUR
2026-07-15,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1841,68,28730465,1.28,91.16,EUR
2026-07-15,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22080,439,101008386,6.75,494.52,EUR
2026-07-15,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11634,185,43961985,2.17,150.95,EUR
2026-07-15,Aurelia Home,11603388120,AH | Shopping | UK,UK,17429,499,95557970,8.21,873.51,EUR
2026-07-15,Aurelia Home,11603388151,AH | Search | Generic,UK,6117,257,132544064,6.21,460.91,EUR
2026-07-15,Aurelia Home,11603388151,AH | Search | Generic,IE,1510,58,29757306,0.85,66.57,EUR
2026-07-15,Volt & Co,11771205433,VC | PMax | US,US,22490,445,139999931,5.67,298.42,EUR
2026-07-15,Volt & Co,11771205477,VC | Search | Brand US,US,4121,539,121532147,54.61,3319.04,EUR
2026-07-16,Nordkraft EU,11482093771,NK | Search | Brand,DE,4018,480,136790315,52.28,3835.03,EUR
2026-07-16,Nordkraft EU,11482093772,NK | Search | Brand,NL,1491,152,44201587,10.63,687.65,EUR
2026-07-16,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9546,401,185026020,7.71,571.47,EUR
2026-07-16,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2289,86,34705000,1.73,116.33,EUR
2026-07-16,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18665,353,86051980,4.45,285.67,EUR
2026-07-16,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11102,206,48713426,2.4,151.72,EUR
2026-07-16,Aurelia Home,11603388120,AH | Shopping | UK,UK,14246,340,63461313,4.8,473.15,EUR
2026-07-16,Aurelia Home,11603388151,AH | Search | Generic,UK,7475,309,155540917,7.29,744.88,EUR
2026-07-16,Aurelia Home,11603388151,AH | Search | Generic,IE,1273,52,27687577,0.85,62.99,EUR
2026-07-16,Volt & Co,11771205433,VC | PMax | US,US,25559,517,168084137,6.9,306.46,EUR
2026-07-16,Volt & Co,11771205477,VC | Search | Brand US,US,4385,543,140285158,47.52,2536.2,EUR
2026-07-17,Nordkraft EU,11482093771,NK | Search | Brand,DE,4082,494,142038866,35.81,2792.52,EUR
2026-07-17,Nordkraft EU,11482093772,NK | Search | Brand,NL,1393,153,43378337,13.0,848.55,EUR
2026-07-17,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8516,367,171267666,7.19,559.87,EUR
2026-07-17,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2066,79,33715353,1.4,96.75,EUR
2026-07-17,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20476,378,98137136,4.69,224.18,EUR
2026-07-17,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14659,294,63107231,2.78,164.31,EUR
2026-07-17,Aurelia Home,11603388120,AH | Shopping | UK,UK,17761,456,80852164,7.76,751.37,EUR
2026-07-17,Aurelia Home,11603388151,AH | Search | Generic,UK,5496,259,154176324,6.07,516.14,EUR
2026-07-17,Aurelia Home,11603388151,AH | Search | Generic,IE,1416,59,25379243,1.2,98.02,EUR
2026-07-17,Volt & Co,11771205433,VC | PMax | US,US,31058,644,219618625,7.36,420.78,EUR
2026-07-17,Volt & Co,11771205477,VC | Search | Brand US,US,4320,523,126856006,55.72,3073.2,EUR
2026-07-18,Nordkraft EU,11482093771,NK | Search | Brand,DE,2711,311,82365020,26.64,1955.28,EUR
2026-07-18,Nordkraft EU,11482093772,NK | Search | Brand,NL,1069,102,32534577,7.79,411.24,EUR
2026-07-18,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8470,354,155865157,6.36,468.63,EUR
2026-07-18,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1823,81,34877689,1.6,103.84,EUR
2026-07-18,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18974,376,97017340,4.96,298.87,EUR
2026-07-18,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10067,181,43399916,2.06,120.32,EUR
2026-07-18,Aurelia Home,11603388120,AH | Shopping | UK,UK,15405,394,79136244,4.74,400.03,EUR
2026-07-18,Aurelia Home,11603388151,AH | Search | Generic,UK,4851,183,91382202,3.79,326.81,EUR
2026-07-18,Aurelia Home,11603388151,AH | Search | Generic,IE,1296,51,22965941,1.01,94.86,EUR
2026-07-18,Volt & Co,11771205433,VC | PMax | US,US,19961,392,125592492,4.97,285.76,EUR
2026-07-18,Volt & Co,11771205477,VC | Search | Brand US,US,3447,466,104894212,43.75,2441.21,EUR
2026-07-19,Nordkraft EU,11482093771,NK | Search | Brand,DE,2854,292,85124010,24.98,1659.55,EUR
2026-07-19,Nordkraft EU,11482093772,NK | Search | Brand,NL,1254,146,39066428,9.88,636.74,EUR
2026-07-19,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8971,375,180441733,6.89,416.07,EUR
2026-07-19,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1843,70,30367975,1.3,88.19,EUR
2026-07-19,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,17965,360,90583531,4.14,202.21,EUR
2026-07-19,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11494,212,43783889,2.02,124.44,EUR
2026-07-19,Aurelia Home,11603388120,AH | Shopping | UK,UK,16271,476,93241637,7.3,611.62,EUR
2026-07-19,Aurelia Home,11603388151,AH | Search | Generic,UK,5235,231,114973514,6.51,675.15,EUR
2026-07-19,Aurelia Home,11603388151,AH | Search | Generic,IE,1302,49,24726603,1.05,93.2,EUR
2026-07-19,Volt & Co,11771205433,VC | PMax | US,US,24396,535,173213882,7.44,415.45,EUR
2026-07-19,Volt & Co,11771205477,VC | Search | Brand US,US,2903,377,87460545,30.45,2027.55,EUR
2026-07-20,Nordkraft EU,11482093771,NK | Search | Brand,DE,4527,570,162043924,58.27,4317.18,EUR
2026-07-20,Nordkraft EU,11482093772,NK | Search | Brand,NL,1574,157,49829294,12.8,790.41,EUR
2026-07-20,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9645,393,200277786,9.06,616.79,EUR
2026-07-20,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2213,84,34850472,1.41,91.65,EUR
2026-07-20,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20193,350,86576558,5.11,264.41,EUR
2026-07-20,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12743,232,54283767,3.1,189.84,EUR
2026-07-20,Aurelia Home,11603388120,AH | Shopping | UK,UK,16953,407,78928898,6.78,704.06,EUR
2026-07-20,Aurelia Home,11603388151,AH | Search | Generic,UK,7024,313,153505921,6.95,624.89,EUR
2026-07-20,Aurelia Home,11603388151,AH | Search | Generic,IE,1417,54,26313286,1.02,81.25,EUR
2026-07-20,Volt & Co,11771205433,VC | PMax | US,US,27552,562,176771672,7.53,360.29,EUR
2026-07-20,Volt & Co,11771205477,VC | Search | Brand US,US,4043,574,128154716,41.39,1919.98,EUR
2026-07-21,Nordkraft EU,11482093771,NK | Search | Brand,DE,3936,454,126222958,45.8,2483.32,EUR
2026-07-21,Nordkraft EU,11482093772,NK | Search | Brand,NL,1605,192,55492469,14.9,978.25,EUR
2026-07-21,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8929,358,178784697,9.04,594.07,EUR
2026-07-21,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2541,97,45026722,1.82,121.69,EUR
2026-07-21,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22407,520,131174426,6.71,463.69,EUR
2026-07-21,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12492,205,47558675,2.47,154.87,EUR
2026-07-21,Aurelia Home,11603388120,AH | Shopping | UK,UK,18411,490,95473860,6.17,605.48,EUR
2026-07-21,Aurelia Home,11603388151,AH | Search | Generic,UK,5839,236,124641635,5.48,448.8,EUR
2026-07-21,Aurelia Home,11603388151,AH | Search | Generic,IE,1554,56,26223681,1.05,88.83,EUR
2026-07-21,Volt & Co,11771205433,VC | PMax | US,US,27532,537,173704280,7.03,307.8,EUR
2026-07-21,Volt & Co,11771205477,VC | Search | Brand US,US,3489,450,106568132,41.82,2377.07,EUR
2026-07-22,Nordkraft EU,11482093771,NK | Search | Brand,DE,4014,492,128576051,38.14,2513.78,EUR
2026-07-22,Nordkraft EU,11482093772,NK | Search | Brand,NL,1593,187,56469715,10.98,646.74,EUR
2026-07-22,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9001,355,159298608,7.49,493.44,EUR
2026-07-22,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2379,86,34251185,1.72,96.09,EUR
2026-07-22,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22502,431,102524913,7.09,418.88,EUR
2026-07-22,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,15339,257,52207849,3.11,169.29,EUR
2026-07-22,Aurelia Home,11603388120,AH | Shopping | UK,UK,17180,459,90117139,6.84,691.42,EUR
2026-07-22,Aurelia Home,11603388151,AH | Search | Generic,UK,7087,351,191939207,9.28,663.05,EUR
2026-07-22,Aurelia Home,11603388151,AH | Search | Generic,IE,1408,53,25621986,0.99,82.75,EUR
2026-07-22,Volt & Co,11771205433,VC | PMax | US,US,31475,653,207455839,8.27,449.96,EUR
2026-07-22,Volt & Co,11771205477,VC | Search | Brand US,US,4247,565,145080942,62.73,3686.32,EUR
2026-07-23,Nordkraft EU,11482093771,NK | Search | Brand,DE,4151,439,122271891,43.11,3466.4,EUR
2026-07-23,Nordkraft EU,11482093772,NK | Search | Brand,NL,1586,182,58081343,16.69,1219.28,EUR
2026-07-23,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9439,396,150129776,8.67,374.46,EUR
2026-07-23,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1841,72,31106429,1.19,72.95,EUR
2026-07-23,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,24473,449,122261826,6.28,411.78,EUR
2026-07-23,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14855,255,52726110,3.02,183.56,EUR
2026-07-23,Aurelia Home,11603388120,AH | Shopping | UK,UK,16198,414,75157150,7.3,673.92,EUR
2026-07-23,Aurelia Home,11603388151,AH | Search | Generic,UK,6268,280,150386678,6.88,544.91,EUR
2026-07-23,Aurelia Home,11603388151,AH | Search | Generic,IE,1316,57,26683108,0.96,85.22,EUR
2026-07-23,Volt & Co,11771205433,VC | PMax | US,US,28097,527,165619426,7.41,415.12,EUR
2026-07-23,Volt & Co,11771205477,VC | Search | Brand US,US,4495,523,128013130,47.53,2578.41,EUR
2026-07-24,Nordkraft EU,11482093771,NK | Search | Brand,DE,4260,541,167788671,55.11,4033.39,EUR
2026-07-24,Nordkraft EU,11482093772,NK | Search | Brand,NL,1609,183,57142466,15.04,1155.8,EUR
2026-07-24,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9720,378,169555885,8.49,577.49,EUR
2026-07-24,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2250,90,36949860,1.85,126.73,EUR
2026-07-24,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,19405,406,94512446,4.65,262.34,EUR
2026-07-24,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11801,201,43493420,2.32,150.29,EUR
2026-07-24,Aurelia Home,11603388120,AH | Shopping | UK,UK,19071,507,98698727,8.66,628.78,EUR
2026-07-24,Aurelia Home,11603388151,AH | Search | Generic,UK,6234,238,126412916,5.47,531.69,EUR
2026-07-24,Aurelia Home,11603388151,AH | Search | Generic,IE,1611,65,30263324,1.37,110.3,EUR
2026-07-24,Volt & Co,11771205433,VC | PMax | US,US,27026,607,181872650,8.59,495.28,EUR
2026-07-24,Volt & Co,11771205477,VC | Search | Brand US,US,3896,537,134281874,51.04,2687.5,EUR
2026-07-25,Nordkraft EU,11482093771,NK | Search | Brand,DE,2995,331,95697259,26.36,2035.98,EUR
2026-07-25,Nordkraft EU,11482093772,NK | Search | Brand,NL,1138,121,37756773,12.44,761.59,EUR
2026-07-25,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9094,377,177698326,8.02,569.61,EUR
2026-07-25,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1769,74,30228773,1.58,97.56,EUR
2026-07-25,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,17843,314,77417435,5.09,318.19,EUR
2026-07-25,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10489,164,35583627,1.62,89.8,EUR
2026-07-25,Aurelia Home,11603388120,AH | Shopping | UK,UK,15516,441,97913027,6.6,694.35,EUR
2026-07-25,Aurelia Home,11603388151,AH | Search | Generic,UK,5413,241,131045317,5.58,496.46,EUR
2026-07-25,Aurelia Home,11603388151,AH | Search | Generic,IE,1152,42,18292831,0.9,74.38,EUR
2026-07-25,Volt & Co,11771205433,VC | PMax | US,US,21020,442,143555297,5.86,295.68,EUR
2026-07-25,Volt & Co,11771205477,VC | Search | Brand US,US,3889,557,137646740,57.97,3714.67,EUR
2026-07-26,Nordkraft EU,11482093771,NK | Search | Brand,DE,3584,430,124722459,40.46,2665.49,EUR
2026-07-26,Nordkraft EU,11482093772,NK | Search | Brand,NL,1365,133,39264320,12.32,948.22,EUR
2026-07-26,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9124,367,157148641,7.5,515.2,EUR
2026-07-26,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1811,74,30406303,1.46,86.83,EUR
2026-07-26,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18706,355,81366954,4.84,299.3,EUR
2026-07-26,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10441,200,43740103,2.34,112.8,EUR
2026-07-26,Aurelia Home,11603388120,AH | Shopping | UK,UK,14012,358,65220898,6.6,597.18,EUR
2026-07-26,Aurelia Home,11603388151,AH | Search | Generic,UK,5923,268,142357271,6.1,537.0,EUR
2026-07-26,Aurelia Home,11603388151,AH | Search | Generic,IE,1384,46,19428352,0.87,74.06,EUR
2026-07-26,Volt & Co,11771205433,VC | PMax | US,US,23641,513,155363602,7.42,441.96,EUR
2026-07-26,Volt & Co,11771205477,VC | Search | Brand US,US,3568,491,119767711,43.3,2640.33,EUR
2026-07-27,Nordkraft EU,11482093771,NK | Search | Brand,DE,4015,462,140792476,30.03,1907.18,EUR
2026-07-27,Nordkraft EU,11482093772,NK | Search | Brand,NL,1402,148,45179115,10.0,640.05,EUR
2026-07-27,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9072,436,222241442,8.74,572.71,EUR
2026-07-27,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1970,65,27108550,1.1,71.98,EUR
2026-07-27,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18806,338,81843398,4.92,322.9,EUR
2026-07-27,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11523,208,43562939,2.67,162.7,EUR
2026-07-27,Aurelia Home,11603388120,AH | Shopping | UK,UK,16316,415,80578536,7.09,643.08,EUR
2026-07-27,Aurelia Home,11603388151,AH | Search | Generic,UK,7381,356,185774470,8.86,930.45,EUR
2026-07-27,Aurelia Home,11603388151,AH | Search | Generic,IE,1723,63,28558898,1.47,111.73,EUR
2026-07-27,Volt & Co,11771205433,VC | PMax | US,US,23963,486,154458681,6.25,315.54,EUR
2026-07-27,Volt & Co,11771205477,VC | Search | Brand US,US,4029,494,112303520,58.09,3409.64,EUR
2026-07-28,Nordkraft EU,11482093771,NK | Search | Brand,DE,4302,478,132346693,39.2,2131.59,EUR
2026-07-28,Nordkraft EU,11482093772,NK | Search | Brand,NL,1378,130,34860023,9.15,735.73,EUR
2026-07-28,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9816,439,206919629,10.01,619.36,EUR
2026-07-28,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2305,92,37303101,1.86,129.71,EUR
2026-07-28,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20927,366,81599170,5.17,336.36,EUR
2026-07-28,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12170,207,47098935,2.65,186.74,EUR
2026-07-28,Aurelia Home,11603388120,AH | Shopping | UK,UK,20806,503,105224020,7.58,770.23,EUR
2026-07-28,Aurelia Home,11603388151,AH | Search | Generic,UK,6540,286,135139359,6.45,479.09,EUR
